,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
555,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1331,... <  100 DM,... < 1 year,2,none,1,"car or other, not in attribute 6",22,stores,own,1,skilled employee / official,1,none,no,male,single,0,1370,0,-0.006565521730794943,0
558,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,... <  100 DM,4  <= ... < 7 years,3,none,4,"car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,no,male,single,1,3613,1,1.0166630608143974,1
559,0 <= ... < 200 DM,18,critical account/  other credits existing (not at this bank),furniture/equipment,1928,... <  100 DM,... < 1 year,2,none,2,real estate,31,none,own,2,unskilled - resident,1,none,no,male,single,1,1985,1,0.9995350695775779,1
560,... < 0 DM,24,existing credits paid back duly till now,car (used),2964,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,49,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,3049,1,1.000011664570377,1
561,... < 0 DM,24,all credits at this bank paid back duly,radio/television,1546,... <  100 DM,4  <= ... < 7 years,4,guarantor,4,"car or other, not in attribute 6",24,bank,rent,1,unskilled - resident,1,none,no,male,single,1,1605,1,1.035514038877606,1
563,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),12389,unknown/ no savings account,1  <= ... < 4 years,1,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,12470,1,1.0053078769827843,1
564,0 <= ... < 200 DM,24,delay in paying off in the past,business,4712,unknown/ no savings account,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,4783,1,1.0082529914086278,1
566,... < 0 DM,12,existing credits paid back duly till now,car (new),1372,... <  100 DM,4  <= ... < 7 years,2,none,3,"car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,no,male,divorced/separated,0,1427,0,-0.012747794217385366,0
567,no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2578,.. >= 1000 DM,.. >= 7 years,2,none,2,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,no,male,single,1,2643,1,0.9957672872449317,1
568,0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,3979,unknown/ no savings account,4  <= ... < 7 years,4,none,1,"car or other, not in attribute 6",41,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,0,4077,1,1.003580308549164,1
571,no checking account,30,critical account/  other credits existing (not at this bank),radio/television,5954,... <  100 DM,4  <= ... < 7 years,3,co-applicant,2,"car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,no,male,single,0,6029,1,1.0029369222857727,1
574,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1082,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,no,male,single,1,1130,0,0.001957244859380425,1
578,0 <= ... < 200 DM,36,critical account/  other credits existing (not at this bank),car (new),2820,... <  100 DM,... < 1 year,4,none,4,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,no,male,divorced/separated,1,2895,1,1.0009013745565716,1
579,no checking account,24,existing credits paid back duly till now,retraining,937,... <  100 DM,... < 1 year,4,none,3,"car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,no,male,married/widowed,1,999,0,-0.00627291758855153,0
580,0 <= ... < 200 DM,18,critical account/  other credits existing (not at this bank),car (new),1056,... <  100 DM,.. >= 7 years,3,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1,none,no,male,single,1,1114,0,-0.0016414593144717937,0
581,0 <= ... < 200 DM,12,critical account/  other credits existing (not at this bank),car (new),3124,... <  100 DM,... < 1 year,1,none,3,real estate,49,bank,own,2,unskilled - resident,2,none,no,male,single,0,3193,1,0.9938377359778272,1
583,0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,2384,... <  100 DM,... < 1 year,4,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1,none,no,male,single,1,2461,1,0.9971874732250896,1
586,... < 0 DM,9,critical account/  other credits existing (not at this bank),car (new),2799,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,no,male,single,0,2852,1,0.9972219113077465,1
587,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1289,... <  100 DM,1  <= ... < 4 years,4,guarantor,1,building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,1,none,no,male,single,0,1329,0,-0.003462035838014854,0
588,... < 0 DM,18,existing credits paid back duly till now,domestic appliances,1217,... <  100 DM,1  <= ... < 4 years,4,none,3,real estate,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,male,married/widowed,1,1292,0,-0.008975868989210434,0
589,... < 0 DM,12,critical account/  other credits existing (not at this bank),furniture/equipment,2246,... <  100 DM,.. >= 7 years,3,none,3,building society savings agreement/ life insurance,60,none,own,2,skilled employee / official,1,none,no,male,single,1,2328,1,1.0090073605031027,1
594,... < 0 DM,24,all credits at this bank paid back duly,others,1358,unknown/ no savings account,.. >= 7 years,4,none,3,"car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,1432,0,0.03673303940822903,1
597,0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,business,4241,... <  100 DM,1  <= ... < 4 years,1,none,4,real estate,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1,4311,1,1.0012906631473537,1
598,no checking account,18,critical account/  other credits existing (not at this bank),car (new),2775,... <  100 DM,4  <= ... < 7 years,2,none,2,building society savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,none,no,male,single,1,2832,1,1.0115000061190893,1
599,no checking account,24,delay in paying off in the past,business,3863,... <  100 DM,1  <= ... < 4 years,1,none,2,unknown / no property,32,none,for free,1,skilled employee / official,1,none,no,male,single,1,3925,1,0.9960566831412256,1
605,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,500 <= ... < 1000 DM,1  <= ... < 4 years,4,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,2885,1,1.0060411243502294,1
606,no checking account,24,critical account/  other credits existing (not at this bank),business,4526,... <  100 DM,1  <= ... < 4 years,3,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,4631,1,1.0028478197175859,1
608,no checking account,18,existing credits paid back duly till now,radio/television,2051,... <  100 DM,... < 1 year,4,none,1,real estate,33,none,own,1,skilled employee / official,1,none,no,male,single,1,2110,1,1.003941863819831,1
609,no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,45,bank,for free,1,skilled employee / official,2,none,no,male,single,1,1372,0,0.011261094224122026,1
615,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,12204,unknown/ no savings account,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,12307,1,1.0017233687475957,1
616,0 <= ... < 200 DM,60,delay in paying off in the past,radio/television,9157,unknown/ no savings account,1  <= ... < 4 years,2,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,male,single,1,9251,1,0.9907761049962975,1
617,... < 0 DM,6,critical account/  other credits existing (not at this bank),car (new),3676,... <  100 DM,1  <= ... < 4 years,1,none,3,real estate,37,none,rent,3,skilled employee / official,2,none,no,male,single,1,3729,1,1.0028107367029166,1
619,no checking account,12,existing credits paid back duly till now,car (new),640,... <  100 DM,1  <= ... < 4 years,4,none,2,real estate,49,none,own,1,unskilled - resident,1,none,no,male,divorced/separated,1,710,0,-0.008225908198786103,0
620,0 <= ... < 200 DM,21,critical account/  other credits existing (not at this bank),business,3652,... <  100 DM,4  <= ... < 7 years,2,none,3,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,no,male,single,1,3709,1,0.9985806644309572,1
621,no checking account,18,critical account/  other credits existing (not at this bank),car (new),1530,... <  100 DM,1  <= ... < 4 years,3,none,2,building society savings agreement/ life insurance,32,bank,own,2,skilled employee / official,1,none,no,male,single,1,1589,1,1.0034792587271608,1
622,no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1  <= ... < 4 years,4,none,2,real estate,38,bank,own,1,skilled employee / official,1,none,no,male,divorced/separated,0,4008,1,1.0041335279384442,1
624,... < 0 DM,18,existing credits paid back duly till now,radio/television,2600,... <  100 DM,1  <= ... < 4 years,4,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,none,no,male,single,1,2695,1,0.9859418031650966,1
625,no checking account,15,existing credits paid back duly till now,radio/television,1979,unknown/ no savings account,.. >= 7 years,4,none,2,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,no,male,single,1,2038,1,1.0085638366829726,1
626,>= 200 DM,6,existing credits paid back duly till now,furniture/equipment,2116,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,2169,1,0.9963155122276481,1
627,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... <  500 DM,4  <= ... < 7 years,2,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,none,no,male,single,0,1482,0,0.02181740674213295,1
628,no checking account,42,critical account/  other credits existing (not at this bank),furniture/equipment,4042,500 <= ... < 1000 DM,1  <= ... < 4 years,4,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,4131,1,1.0022398741229854,1
629,no checking account,9,existing credits paid back duly till now,education,3832,unknown/ no savings account,.. >= 7 years,1,none,4,real estate,64,none,own,1,unskilled - resident,1,none,no,male,single,1,3913,1,0.9887519081718963,1
631,... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,1553,... <  100 DM,1  <= ... < 4 years,4,none,3,"car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,none,no,male,single,1,1625,1,1.0136489674142035,1
632,0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1444,unknown/ no savings account,... < 1 year,4,none,1,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,no,male,single,0,1489,0,0.06793076043572999,1
635,no checking account,12,existing credits paid back duly till now,education,1393,... <  100 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,1466,0,0.03680080872978486,1
637,no checking account,60,delay in paying off in the past,radio/television,15653,... <  100 DM,4  <= ... < 7 years,2,none,4,"car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,15744,1,1.0059320214775656,1
639,... < 0 DM,42,delay in paying off in the past,radio/television,4370,... <  100 DM,4  <= ... < 7 years,3,none,2,building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,4448,1,0.9904168044964643,1
641,0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1308,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",38,none,own,2,unskilled - resident,1,none,no,male,single,0,1372,0,-0.0009515252824269238,0
642,no checking account,15,existing credits paid back duly till now,education,4623,100 <= ... <  500 DM,1  <= ... < 4 years,3,none,2,building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,4686,1,1.0033162096325434,1
